id,entityType,x,y,z
6067,RoutingNode,121.998561713229,0,270.068062113037
6068,RoutingNode,83.0501909102388,0,425.634271798848
6069,RoutingNode,76.241372851084,0,447.203805533697
6070,RoutingNode,33.9910624037563,0,531.394698977236
6113,RoutingNode,198.630657852773,0,27.5406351937646
6114,RoutingNode,372.358478231125,0,-1.71456732539536
6115,RoutingNode,372.358478231125,0,-1.71456732539536
6116,RoutingNode,372.358478231125,0,-1.71456732539536
6117,RoutingNode,377.043328901624,0,-9.4930885224728
6118,RoutingNode,369.486360476775,0,-13.3731438807
6119,RoutingNode,365.323043678878,0,-6.29361664626209
6120,RoutingNode,306.620192503599,0,-211.593079936139
6121,RoutingNode,341.111862564313,0,-157.348246119881
6122,RoutingNode,341.111862564313,0,-157.348246119881
6123,RoutingNode,349.223165423153,0,-156.321359871987
6124,RoutingNode,351.751270349105,0,-147.348514424669
6125,RoutingNode,314.441517347422,0,-209.357861340809
6253,RoutingNode,193.577082329938,0,695.848232981635
6254,RoutingNode,57.7664854146993,0,756.432506425161
6255,RoutingNode,57.7664854146993,0,756.432506425161
6256,RoutingNode,57.7664854146993,0,756.432506425161
6257,RoutingNode,48.4091818854575,0,755.066068403577
6299,RoutingNode,-877.663936570255,0,-581.658746674592
6300,RoutingNode,-885.45661193924,0,-575.528299299646
6301,RoutingNode,-822.208030715258,0,102.371702421088
6302,RoutingNode,-822.208030715258,0,102.371702421088
6303,RoutingNode,-822.208030715258,0,102.371702421088
6304,RoutingNode,-822.208030715258,0,102.371702421088
6305,RoutingNode,-829.008790995478,0,106.414177480718
6306,RoutingNode,-818.709895773971,0,111.171126668756
6307,RoutingNode,-826.211099501635,0,114.756491502301
6308,RoutingNode,-885.904571625712,0,-583.545160470078
6309,RoutingNode,-885.904571625712,0,-583.545160470078
6476,RoutingNode,460.634167180814,0,151.804564219829
6477,RoutingNode,315.515484969406,0,277.344046290651
6478,RoutingNode,315.515484969406,0,277.344046290651
6479,RoutingNode,322.694838527513,0,280.434023159287
6480,RoutingNode,311.255856569829,0,284.36338822864
6569,RoutingNode,-836.764945609837,0,137.561068973633
6570,RoutingNode,-769.623940486571,0,193.680145145312
6581,RoutingNode,306.44979062491,0,450.577893127668
6582,RoutingNode,361.450622137188,0,503.83482820419
6706,RoutingNode,275.228336701338,0,150.819717513728
6707,RoutingNode,266.458139345784,0,48.0849377152478
6715,RoutingNode,-287.933218506947,0,964.77072843632
6716,RoutingNode,-291.529148166763,0,955.587761808249
6717,RoutingNode,-471.949651517025,0,929.765929192059
6718,RoutingNode,-471.949651517025,0,929.765929192059
6719,RoutingNode,-471.949651517025,0,929.765929192059
6720,RoutingNode,-479.375122207481,0,925.541992636481
6721,RoutingNode,-483.602742823636,0,932.969490174363
6722,RoutingNode,-476.176810651333,0,937.191606661562
6723,RoutingNode,-295.753922745214,0,963.013422981795
6724,RoutingNode,-295.753922745214,0,963.013422981795
6863,RoutingNode,-595.69034125075,0,-439.967962969264
6864,RoutingNode,-607.956621570944,0,-845.409076566005
6880,RoutingNode,399.776697910856,0,-253.898156817281
6881,RoutingNode,390.223196882032,0,-139.285264826575
6906,RoutingNode,-939.469824198467,0,-156.913167683959
6907,RoutingNode,-932.121546184219,0,-150.428963103536
6910,RoutingNode,-939.875349724347,0,-148.367929129497
6911,RoutingNode,-939.875349724347,0,-148.367929129497
6920,RoutingNode,240.934972703713,0,-628.58626431637
6921,RoutingNode,232.08001023257,0,-624.253482944281
6922,RoutingNode,250.740758409455,0,-798.438733260859
6923,RoutingNode,250.740758409455,0,-798.438733260859
6924,RoutingNode,250.740758409455,0,-798.438733260859
6925,RoutingNode,246.585212131119,0,-809.787836244296
6926,RoutingNode,254.336273067679,0,-806.187619062529
6927,RoutingNode,242.990908521119,0,-802.038876379885
6928,RoutingNode,233.184248665714,0,-632.192117913608
6929,RoutingNode,233.184248665714,0,-632.192117913608
6938,RoutingNode,-673.13039007582,0,94.3730613687634
6939,RoutingNode,-404.788997956254,0,114.538686631605
6957,RoutingNode,724.882901754471,0,478.65123173933
6958,RoutingNode,725.346057811412,0,630.574712601792
6959,RoutingNode,732.846191372968,0,630.042948576505
6960,RoutingNode,729.406425892165,0,485.018013178337
7017,RoutingNode,-504.678507240962,0,-994.626912387459
7052,RoutingNode,440.782158449789,0,-786.435349713999
7053,RoutingNode,427.376536107807,0,-614.731768885304
7433,RoutingNode,-620.11262950272,0,-194.105310908857
7434,RoutingNode,-459.567104757244,0,-69.7429161074186
7845,RoutingNode,855.618966897421,0,131.389584157325
7846,RoutingNode,855.618966897421,0,131.389584157325
7847,RoutingNode,855.618966897421,0,131.389584157325
7848,RoutingNode,852.021158254977,0,139.138170957905
7849,RoutingNode,844.270023269901,0,135.558032180523
7850,RoutingNode,847.869519069195,0,127.798424303286
7908,RoutingNode,951.784479760045,0,144.248156330732
7909,RoutingNode,910.51054061229,0,671.119309550949
7954,RoutingNode,993.006877810775,0,876.180210065684
7955,RoutingNode,993.006877810775,0,876.180210065684
7956,RoutingNode,993.006877810775,0,876.180210065684
7957,RoutingNode,987.257177946552,0,866.520370429978
7958,RoutingNode,989.964445785275,0,861.230539408927
7959,RoutingNode,996.626376376617,0,869.188822446251
7964,RoutingNode,-207.203435363442,0,84.4476481361974
7965,RoutingNode,-335.062678559023,0,154.50344921477
7970,RoutingNode,-189.863748658676,0,810.254812180883
7971,RoutingNode,-194.899540567527,0,798.677558906506
7979,RoutingNode,184.387435712755,0,344.877764135953
7980,RoutingNode,194.744017274423,0,278.181107121716
7981,RoutingNode,194.744017274423,0,278.181107121716
7982,RoutingNode,194.744017274423,0,278.181107121716
7983,RoutingNode,198.690519138708,0,270.479776884016
7984,RoutingNode,187.488026166677,0,273.150297187403
7985,RoutingNode,190.897503931787,0,266.050714429419
8099,RoutingNode,125.695947256173,0,-34.8475645081208
8100,RoutingNode,188.501941735802,0,12.672427411003
8121,RoutingNode,-559.878101702347,0,-311.358421357587
8122,RoutingNode,-560.838454190288,0,-321.184812015419
8123,RoutingNode,-502.523630795162,0,-282.099101262255
8124,RoutingNode,-502.523630795162,0,-282.099101262255
8125,RoutingNode,-498.162683253438,0,-288.82148528253
8126,RoutingNode,-492.677734973705,0,-282.244766403701
8127,RoutingNode,-553.856179438617,0,-317.129975075302
8128,RoutingNode,-553.856179438617,0,-317.129975075302
8194,RoutingNode,405.936416525056,0,-968.951860780208
8195,RoutingNode,346.82520470867,0,-967.817140544665
8196,RoutingNode,340.213842293481,0,-963.025830491278
8256,RoutingNode,-42.0475546975737,0,-807.703758239881
8257,RoutingNode,-171.760427870285,0,-411.026801402174
8258,RoutingNode,-171.760427870285,0,-411.026801402174
8259,RoutingNode,-162.770268318793,0,-409.389204039144
8260,RoutingNode,-44.4720093117661,0,-799.532228387049
8305,RoutingNode,-613.370062480113,0,-355.252321020136
8306,RoutingNode,-680.110365928162,0,-387.498924022889
8387,RoutingNode,92.540300058971,0,-710.102505832738
8388,RoutingNode,100.632628220417,0,-663.732597140608
8389,RoutingNode,106.646322279839,0,-658.750053865843
8390,RoutingNode,98.4583703751009,0,-705.579248065096
8391,RoutingNode,98.4583703751009,0,-705.579248065096
8410,RoutingNode,-50.6366016029002,0,448.276581051706
8411,RoutingNode,-173.711737442778,0,439.908650715613
8613,RoutingNode,-186.315883088259,0,505.169302072227
8614,RoutingNode,-188.113109551103,0,494.213751751292
8615,RoutingNode,-400.424500389671,0,483.140594067098
8616,RoutingNode,-400.424500389671,0,483.140594067098
8617,RoutingNode,-400.424500389671,0,483.140594067098
8618,RoutingNode,-407.94448319415,0,479.565176456783
8619,RoutingNode,-412.202279531143,0,487.251800812352
8620,RoutingNode,-404.683881993005,0,490.827302193244
8621,RoutingNode,-194.604872491305,0,503.934016865688
8622,RoutingNode,-194.604872491305,0,503.934016865688
8688,RoutingNode,469.434427250389,0,-8.79504456271932
8689,RoutingNode,377.043328901624,0,-9.4930885224728
8690,RoutingNode,377.043328901624,0,-9.4930885224728
8691,RoutingNode,369.486360476775,0,-13.3731438807
8692,RoutingNode,365.323043678878,0,-6.29361664626209
8693,RoutingNode,471.422549551014,0,-1.11485444199214
8800,RoutingNode,-33.6562851268375,0,261.042777605225
8801,RoutingNode,184.169396348619,0,181.696228214193
8888,RoutingNode,83.3957240386337,0,-866.236012800822
8914,RoutingNode,981.466371202061,0,950.354601463884
8915,RoutingNode,689.097482219935,0,936.881401842399
8916,RoutingNode,686.371766261187,0,944.508089927134
8963,RoutingNode,-9.1942809037169,0,-718.363061026538
8964,RoutingNode,-30.4261145254741,0,-616.57047310171
9103,RoutingNode,26.92074025675,0,905.873366574508
9104,RoutingNode,-50.3915301141355,0,1004.16755969907
9213,RoutingNode,76.3413577618567,0,987.886269965427
9214,RoutingNode,212.13750082195,0,981.123711869173
10241,RoutingNode,839.500568880773,0,310.210678754242
10242,RoutingNode,833.180404482732,0,314.7992475213
10859,RoutingNode,-78.3298766864944,0,597.17916909037
10860,RoutingNode,-87.7045800670741,0,601.417931110696
10861,RoutingNode,-56.9301796144229,0,645.837294225641
10862,RoutingNode,-56.9301796144229,0,645.837294225641
10863,RoutingNode,-48.3754254837937,0,646.844573178642
10864,RoutingNode,-77.5816874661348,0,604.840518713222
10865,RoutingNode,-77.5816874661348,0,604.840518713222
11518,RoutingNode,-50.0702029132069,0,89.9610332283636
11519,RoutingNode,-27.0732997412843,0,149.219908117297
11520,RoutingNode,-134.362409970389,0,56.2235242880778
11521,RoutingNode,-230.027728567591,0,108.463214048203
11522,RoutingNode,-402.613289457838,0,-635.977790988092
11525,RoutingNode,-410.411123170461,0,-635.709186131792
12198,RoutingNode,527.741181420237,0,-696.892792156378
12199,RoutingNode,719.388459926949,0,-674.199389616723
12200,RoutingNode,715.267296433077,0,-685.544117177343
12201,RoutingNode,722.977802051374,0,-681.951059025061
12202,RoutingNode,711.616092766019,0,-677.800488420393
12203,RoutingNode,711.616092766019,0,-677.800488420393
12204,RoutingNode,711.616092766019,0,-677.800488420393
12206,RoutingNode,914.004449334832,0,-667.518983714038
12207,RoutingNode,907.639046014609,0,-662.993330836462
12219,RoutingNode,691.607023038784,0,-411.158273503201
12220,RoutingNode,699.363024571398,0,-407.581337852037
12221,RoutingNode,702.953467568213,0,-415.335745819119
12222,RoutingNode,719.388459926949,0,-674.199389616723
12223,RoutingNode,719.388459926949,0,-674.199389616723
12224,RoutingNode,715.267296433077,0,-685.544117177343
12225,RoutingNode,722.977802051374,0,-681.951059025061
12226,RoutingNode,695.204133147925,0,-418.917609587093
12227,RoutingNode,695.204133147925,0,-418.917609587093
12228,RoutingNode,695.204133147925,0,-418.917609587093
12229,RoutingNode,722.977802051374,0,-681.951059025061
12230,RoutingNode,733.705757327238,0,-853.82632675505
