115,36174
116,46273
117,35106
118,35106
119,46257
120,47897
121,35107
122,35107
621,35346
622,35346
623,37607
662,35364
663,35364
689,35378
852,35450
867,35458
1070,35550
1071,35550
1072,43202
1223,35626
1224,35626
1348,39488
1349,45148
1350,45149
1351,35674
1352,46299
1353,46300
1354,35675
1355,35675
1417,35710
1418,40340
1419,40877
1420,51557
1421,35711
1422,35711
1423,35711
1583,46074
1584,48033
1585,35788
1586,39300
1587,35789
1588,35789
1714,35840
1715,35840
1716,35840
1717,35840
1718,42059
1719,45468
1720,45475
1724,35844
1725,35844
1792,35880
1793,35880
1794,35880
1795,35883
1796,37439
1797,39489
1798,41221
1801,37439
1802,39489
1803,35882
1804,35882
1805,35882
1806,42616
1807,46365
1808,35883
1809,35884
1810,35884
1819,35890
1820,35890
1821,35890
1822,35890
1823,42581
1824,45471
1886,40885
1887,43841
1888,45339
1889,35922
1890,35922
1891,40873
1892,45347
1893,35923
1894,35923
1895,35923
1941,35950
1942,35950
1943,35950
1944,35950
1945,35950
1946,37765
1947,40871
1948,40878
1949,40880
1966,35958
1967,35958
1968,35958
1969,35961
1970,35986
1971,35986
1972,35960
1973,35960
1974,38953
1975,45333
1976,35961
2033,38952
2034,45335
2035,35987
2036,35987
2037,35987
2054,35994
2055,35994
2077,49275
2078,36004
2079,36004
2080,36004
2081,45478
2082,47037
2083,51575
2084,36005
2170,36042
2171,42397
2172,36043
2173,36043
2216,36064
2217,36064
2357,36128
2358,36128
2359,42037
2461,37836
2462,46255
2463,36174
2464,46273
2465,36175
2466,36175
2473,36180
2474,36180
2477,36184
2478,36184
2479,36759
2577,36226
2578,36226
2579,36228
2580,36228
2581,42039
2617,40872
2618,45346
2619,36248
2620,36248
2621,36248
2622,36248
2623,45338
2624,47035
2625,36249
2626,36249
2679,36278
2680,36278
2727,36306
2728,36306
2729,46107
2827,36362
2828,36362
2829,37837
2830,46259
2838,38823
2839,46279
2840,36366
2841,36366
2842,36629
2843,46261
2844,36367
2945,36406
2946,36406
3182,36494
3183,36494
3184,51832
3386,36574
3387,36574
3477,36618
3478,36618
3479,46297
3480,46297
3508,36628
3509,46263
3526,39135
3527,42163
3528,44528
3529,36640
3530,36640
3531,43212
3532,45807
3533,36641
3534,36641
3535,36641
3536,46278
3537,36642
3538,36645
3539,53036
3540,36643
3541,36644
3542,42161
3558,36654
3559,36654
3680,36718
3681,36718
3726,36742
3751,36758
3767,44258
3768,52485
3769,36766
3770,46303
3771,36767
3772,36767
3988,36862
3989,36862
3997,36868
3998,36868
4104,36920
4105,37239
4106,45336
4107,36921
4108,36921
4109,36922
4110,36922
4174,36948
4712,42060
4713,42060
4714,37196
4715,37196
4716,44614
4717,44614
4718,44616
4719,44616
4720,37197
4722,37200
4723,37200
4724,37200
4725,44614
4726,44616
4727,37201
4728,37201
4800,37234
4801,37234
4803,45336
4804,37238
4805,37238
4806,45331
4807,45332
4808,37239
4851,37254
4867,37264
4868,43846
4869,46270
4870,37265
4871,37265
4993,37328
4994,37328
5007,37342
5008,37342
5102,37384
5103,37384
5104,42583
5190,37438
5191,46271
5192,37439
5269,45465
5270,45465
5271,37476
5272,37476
5273,45461
5274,45461
5275,51577
5276,51577
5277,37477
5278,37477
5534,37606
5535,37608
5536,37608
5645,37664
5646,37664
5676,37674
5677,37674
5844,40871
5845,37764
5846,37764
5847,37764
5848,40876
5849,44529
5850,45462
5851,37765
5852,39011
5853,37766
5854,46106
5855,37767
5856,37767
5857,37767
5864,37774
5865,37774
5866,37774
5867,45814
5868,49284
5869,49286
5870,37776
5871,37776
5933,44097
5934,51500
5935,37801
5936,37801
5976,37832
5977,37832
5978,37834
5979,37834
5980,46259
5981,37836
5982,46255
5983,37837
6067,37870
6068,37870
6069,37872
6070,37872
6113,37906
6114,37906
6115,37906
6116,37906
6117,39178
6118,44572
6119,44628
6120,42029
6121,37908
6122,37908
6123,44660
6124,48032
6125,37909
6253,37974
6254,37974
6255,37974
6256,37974
6257,43844
6299,43209
6300,43220
6301,38004
6302,38004
6303,38004
6304,38004
6305,47887
6306,54079
6307,54081
6308,38005
6309,38005
6476,38078
6477,38078
6478,38078
6479,47739
6480,48711
6569,38136
6570,38136
6581,38146
6582,38146
6706,38200
6707,38200
6715,42537
6716,44867
6717,38210
6718,38210
6719,38210
6720,47946
6721,47966
6722,48456
6723,38211
6724,38211
6863,38292
6864,38292
6880,38308
6881,38308
6906,47881
6907,51505
6910,38315
6911,38315
6920,48099
6921,48102
6922,38320
6923,38320
6924,38320
6925,48030
6926,48105
6927,48108
6928,38321
6929,38321
6938,38328
6939,38328
6957,42998
6958,38340
6959,52343
6960,38341
7017,38364
7052,38380
7053,38380
7433,38566
7434,38566
7845,38758
7846,38758
7847,38758
7848,47838
7849,47876
7850,49285
7908,38790
7909,38790
7954,38816
7955,38816
7956,38816
7957,41076
7958,41080
7959,47028
7964,38822
7965,45806
7970,38826
7971,44847
7979,38834
7980,38834
7981,38834
7982,38834
7983,48710
7984,48713
7985,49276
8099,38888
8100,38888
8121,47912
8122,47915
8123,38898
8124,38898
8125,46272
8126,47898
8127,38899
8128,38899
8194,38924
8195,38924
8196,45293
8256,45333
8257,38952
8258,38952
8259,45335
8260,38953
8305,38974
8306,38974
8387,45342
8388,39010
8389,42063
8390,39011
8391,39011
